,Dato,Hjemmelag,Bortelag,Tilskuertall,Mål_hjemmelag,Mål_bortelag,Resultat,Form1,Form3,Form5,Mål forrige hjemmekamp,TV-kanal,Ukedag,16. mai,Derby,Temp,Vind,Precip,Temp.dist,Wind.dist,Precip.dist
46,30.04.2017,Odd,Vålerenga,7 673,2,1,V,V,VVV,VVVVV,1,Eurosport Norge,7,0,,1.4,1.9,0,13.115007011078326,13.115007011078326,11.949518975619416
47,01.05.2017,Sarpsborg 08,Rosenborg,5 759,1,2,T,V,VVV,VVVTV,5,MAX,1,0,,-1.5,2.1,0.2,24.701992008855296,33.203082435582665,31.526486811123842
48,06.05.2017,Molde,Aalesund,9 488,0,1,T,V,VUV,VUVUT,4,Eurosport Norge,6,0,1.0,9.6,2.7,0,38.887766885616344,38.887766885616344,8.826837923081913
49,07.05.2017,Vålerenga,Stabæk,6 968,1,1,U,T,TTV,TTVVV,3,Eurosport Norge,7,0,1.0,13.7,2.2,1.9,8.216462809598152,7.095469626515939,6.568700558666896
50,07.05.2017,Haugesund,Sogndal,4 627,0,0,U,T,TVU,TVUVV,0,Eurosport Player,7,0,,7.6,0.2,0,26.57988818367971,18.69480043695725,5.46538547670551
51,07.05.2017,Strømsgodset,Sarpsborg 08,6 251,1,1,U,T,TVV,TVVVT,1,Eurosport Player,7,0,,13.1,1.7,3.6,8.913903973274172,8.913903973274172,8.913903973274172
52,07.05.2017,Tromsø,Kristiansund BK,3 068,1,1,U,V,VTV,VTVVT,0,Eurosport Player,7,0,,-5.7,9.6,6,42.09709051550441,42.09709051550441,113.35405751673258
53,07.05.2017,Viking,Sandefjord,7 261,0,2,T,U,UVV,UVVTT,3,Eurosport Player,7,0,,7,2.4,0,11.227874911754627,10.926791620396628,8.710488394410426
54,07.05.2017,Rosenborg,Brann,17 020,2,1,V,T,TUT,TUTVT,0,TVNorge,7,0,,3,0.3,0,14.23851324410345,14.23851324410345,14.23851324410345
55,08.05.2017,Lillestrøm,Odd,4 527,0,1,T,T,TTV,TTVTV,0,MAX,1,0,,6.6,4.9,0,52.678549110759114,52.678549110759114,53.328534614890636
56,12.05.2017,Aalesund,Vålerenga,7 500,0,1,T,T,TVU,TVUVU,3,MAX,5,0,,1.5,0.6,0,33.10719025177605,50.72023780295581,2.6058748176459994
57,13.05.2017,Stabæk,Rosenborg,4 938,0,0,U,U,UTT,UTTVV,0,MAX,6,0,,-,-,-,,,
58,13.05.2017,Odd,Strømsgodset,6 994,2,0,V,T,TVV,TVVVV,2,Eurosport Norge,6,0,,5.7,1.6,0.5,13.115007011078326,13.115007011078326,11.949518975619416
59,13.05.2017,Kristiansund BK,Lillestrøm,3 794,1,1,U,T,TTT,TTTVT,2,Eurosport Player,6,0,,5,1.4,0,35.13357889282683,35.13357889282683,57.666536794393146
60,13.05.2017,Sandefjord,Haugesund,3 167,2,0,V,U,UTU,UTUVT,3,Eurosport Player,6,0,,-,-,-,,,
61,13.05.2017,Sarpsborg 08,Tromsø,4 395,1,1,U,U,UTV,UTVVV,1,Eurosport Player,6,0,,-1.1,5.6,1.8,24.701992008855296,33.203082435582665,31.526486811123842
62,13.05.2017,Sogndal,Viking,2 512,4,0,V,U,UTV,UTVUV,0,Eurosport Player,6,0,,9.3,4.3,0,48.94796949425968,48.94796949425968,48.94796949425968
63,13.05.2017,Brann,Molde,10 227,4,1,V,T,TUU,TUUVV,1,Eurosport Norge,6,0,,6.1,0.7,0,12.167235925062082,20.31757324017557,10.850327030298939
64,16.05.2017,Brann,Sandefjord,17 009,5,0,V,V,VTU,VTUVV,4,MAX,2,1,,11.4,6,1.8,12.167235925062082,16.849946387066986,10.850327030298939
65,16.05.2017,Vålerenga,Kristiansund BK,7 226,1,0,V,U,UUV,UUVVV,1,Eurosport Norge,2,1,,7.3,3.2,7.8,8.216462809598152,7.095469626515939,6.568700558666896
66,16.05.2017,Haugesund,Odd,4 342,0,2,T,V,VUT,VUTUV,0,Eurosport Player,2,1,,9.6,0.3,2.6,26.57988818367971,18.69480043695725,5.46538547670551
67,16.05.2017,Lillestrøm,Sarpsborg 08,5 421,1,2,T,U,UTT,UTTTV,0,Eurosport Player,2,1,,10,1.4,10.8,52.678549110759114,52.678549110759114,53.328534614890636
68,16.05.2017,Molde,Sogndal,7 106,1,2,T,V,VUT,VUTVU,0,Eurosport Player,2,1,,9.1,6.1,3.8,38.887766885616344,38.887766885616344,8.826837923081913
69,16.05.2017,Viking,Aalesund,8 431,1,2,T,T,TTV,TTVUV,0,Eurosport Player,2,1,,11.1,10.5,0.6,11.227874911754627,10.926791620396628,8.710488394410426
70,16.05.2017,Rosenborg,Tromsø,21 112,1,2,T,U,UUV,UUVTV,2,MAX,2,1,,5.8,2.8,0,14.23851324410345,14.23851324410345,14.23851324410345
71,16.05.2017,Strømsgodset,Stabæk,6 565,1,2,T,U,UUT,UUTTV,1,Eurosport Norge,2,1,,7.5,0.7,10.8,8.913903973274172,8.913903973274172,8.913903973274172
72,20.05.2017,Rosenborg,Lillestrøm,18 947,1,1,U,T,TUT,TUTTT,1,MAX,6,0,,7.4,3.9,0,14.23851324410345,14.23851324410345,14.23851324410345
73,20.05.2017,Sogndal,Brann,5 600,2,3,T,T,TVU,TVUTV,4,Eurosport Norge,6,0,,13.9,5.4,0,48.94796949425968,48.94796949425968,48.94796949425968
74,21.05.2017,Sarpsborg 08,Vålerenga,5 301,2,0,V,T,TUU,TUUTV,1,Eurosport Norge,7,0,,10.2,2.4,0,24.701992008855296,24.701992008855296,31.526486811123842
75,21.05.2017,Aalesund,Sandefjord,5 284,2,0,V,V,VVT,VVTUV,0,Eurosport Player,7,0,,9.2,3.7,4,33.10719025177605,33.10719025177605,2.6058748176459994
76,21.05.2017,Kristiansund BK,Haugesund,3 392,3,2,V,T,TVU,TVUTU,1,Eurosport Player,7,0,,9.3,1.1,0,35.13357889282683,35.13357889282683,57.666536794393146
77,21.05.2017,Tromsø,Strømsgodset,3 299,1,1,U,T,TUU,TUUVT,1,Eurosport Player,7,0,,4.4,8.3,1,37.717269397763395,42.09709051550441,113.35405751673258
78,21.05.2017,Odd,Molde,7 147,1,2,T,T,TVT,TVTVV,2,Eurosport Norge,7,0,,13.8,1.6,0,13.115007011078326,13.115007011078326,11.949518975619416
79,22.05.2017,Stabæk,Viking,3 644,1,1,U,T,TUU,TUUTT,0,MAX,1,0,,-,-,-,,,
80,27.05.2017,Sandefjord,Odd,3 736,0,0,U,V,VVV,VVVTU,2,Eurosport Norge,6,0,,-,-,-,,,
81,28.05.2017,Brann,Aalesund,12 019,1,1,U,V,VTT,VTTTV,5,Eurosport Norge,7,0,,17.7,3.1,0,12.167235925062082,16.849946387066986,10.850327030298939
82,28.05.2017,Haugesund,Sarpsborg 08,4 004,0,0,U,V,VTV,VTVUT,0,Eurosport Player,7,0,,16.7,4.5,0,26.57988818367971,26.95655782151073,5.46538547670551
83,28.05.2017,Kristiansund BK,Sogndal,3 509,1,1,U,T,TTV,TTVUT,3,Eurosport Player,7,0,,12.4,1,0,35.13357889282683,35.13357889282683,57.666536794393146
84,28.05.2017,Lillestrøm,Tromsø,5 468,4,1,V,U,UTU,UTUTT,1,Eurosport Player,7,0,,10.9,2.7,0.1,52.678549110759114,52.678549110759114,53.328534614890636
85,28.05.2017,Molde,Stabæk,7 281,3,1,V,U,UTU,UTUUT,1,Eurosport Player,7,0,,15.3,4.8,0,38.887766885616344,38.887766885616344,8.826837923081913
86,28.05.2017,Vålerenga,Rosenborg,13 827,1,1,U,U,UTU,UTUVT,1,TVNorge,7,0,,14.5,1.3,0,8.216462809598152,7.095469626515939,6.568700558666896
87,29.05.2017,Strømsgodset,Viking,5 652,4,2,V,U,UTV,UTVUV,1,MAX,1,0,,11.8,0.1,0.2,8.913903973274172,8.913903973274172,8.913903973274172
88,03.06.2017,Tromsø,Vålerenga,3 539,2,4,T,V,VUT,VUTUU,1,Eurosport Norge,6,0,,2,6.7,0,37.717269397763395,42.09709051550441,113.35405751673258
89,03.06.2017,Stabæk,Lillestrøm,3 604,2,4,T,V,VUT,VUTUT,1,Eurosport Norge,6,0,,-,-,-,,,
90,04.06.2017,Rosenborg,Strømsgodset,15 974,3,1,V,V,VUT,VUTVU,1,MAX,7,0,,8.2,0.6,2.4,14.23851324410345,3.829869161026906,14.23851324410345
91,04.06.2017,Sarpsborg 08,Molde,4 648,1,0,V,U,UVT,UVTUU,2,Eurosport Norge,7,0,,10.5,1.8,1.2,24.701992008855296,24.701992008855296,31.526486811123842
92,04.06.2017,Aalesund,Haugesund,5 764,0,1,T,U,UVT,UVTVU,2,Eurosport Player,7,0,,7.2,2.6,0.8,33.10719025177605,33.10719025177605,2.6058748176459994
93,04.06.2017,Sogndal,Sandefjord,2 463,3,2,V,U,UTT,UTTVU,2,Eurosport Player,7,0,,12,2.3,10.6,48.94796949425968,48.94796949425968,48.94796949425968
94,04.06.2017,Viking,Kristiansund BK,7 261,2,1,V,U,UVV,UVVUU,1,Eurosport Player,7,0,,11.6,2,6,11.227874911754627,10.926791620396628,8.710488394410426
95,04.06.2017,Odd,Brann,7 828,0,0,U,U,UTT,UTTVT,1,Eurosport Norge,7,0,,9.1,0.7,1.3,13.115007011078326,13.115007011078326,11.949518975619416
96,17.06.2017,Kristiansund BK,Aalesund,4 033,1,1,U,V,VUV,VUVVU,1,Eurosport Norge,6,0,,7.9,1.9,1.6,35.13357889282683,18.251197865960034,57.666536794393146
97,18.06.2017,Haugesund,Rosenborg,5 385,1,0,V,T,TUV,TUVTV,0,Eurosport Norge,7,0,,14.1,0.1,8.8,26.57988818367971,18.69480043695725,5.291335114828507
98,18.06.2017,Lillestrøm,Viking,5 714,1,0,V,T,TVU,TVUTU,4,Eurosport Player,7,0,,16.2,3.1,0,52.678549110759114,52.678549110759114,53.328534614890636
99,18.06.2017,Molde,Tromsø,7 756,3,0,V,T,TVU,TVUTU,3,Eurosport Player,7,0,,9.5,5.8,2.9,38.887766885616344,38.887766885616344,8.826837923081913
100,18.06.2017,Sandefjord,Sarpsborg 08,3 893,1,0,V,V,VUV,VUVTU,0,Eurosport Player,7,0,,-,-,-,,,
101,18.06.2017,Sogndal,Odd,2 459,0,0,U,V,VUT,VUTTV,3,Eurosport Player,7,0,,11.7,0.4,5.2,48.94796949425968,48.94796949425968,48.94796949425968
102,18.06.2017,Vålerenga,Strømsgodset,8 049,1,1,U,V,VVU,VVUTV,1,TVNorge,7,0,1.0,16.5,1.1,0,8.216462809598152,7.095469626515939,6.568700558666896
103,19.06.2017,Brann,Stabæk,10 531,5,0,V,T,TVU,TVUTU,1,MAX,1,0,,12.1,4.7,4,12.167235925062082,16.849946387066986,10.850327030298939
104,24.06.2017,Vålerenga,Lillestrøm,11 407,3,1,V,V,VTV,VTVUT,1,Eurosport Norge,6,0,1.0,15.2,2.4,0.6,8.216462809598152,7.095469626515939,6.568700558666896
105,25.06.2017,Sarpsborg 08,Brann,5 759,1,1,U,V,VVU,VVUVT,1,Eurosport Norge,7,0,,10.7,2.6,0,24.701992008855296,24.701992008855296,31.526486811123842
106,25.06.2017,Aalesund,Odd,5 537,5,1,V,U,UUU,UUUTT,0,Eurosport Player,7,0,,10.6,3.2,0.7,33.10719025177605,33.10719025177605,12.945694350130792
107,25.06.2017,Rosenborg,Sogndal,17 545,3,0,V,U,UVU,UVUTT,3,Eurosport Player,7,0,,7.3,0.2,0,14.23851324410345,13.603099865910426,14.23851324410345
108,25.06.2017,Stabæk,Kristiansund BK,3 835,1,4,T,V,VTV,VTVUT,2,Eurosport Player,7,0,,-,-,-,,,
109,25.06.2017,Tromsø,Sandefjord,3 555,1,1,U,V,VVU,VVUVV,2,Eurosport Player,7,0,,7.9,3.6,0.2,37.717269397763395,42.09709051550441,113.35405751673258
110,25.06.2017,Viking,Haugesund,8 234,1,1,U,V,VTU,VTUVT,2,Eurosport Norge,7,0,1.0,12.1,3.9,12.9,11.227874911754627,10.926791620396628,8.710488394410426
111,26.06.2017,Strømsgodset,Molde,6 372,1,1,U,V,VVV,VVVTT,4,MAX,1,0,,10.7,0.3,0,8.913903973274172,8.913903973274172,8.913903973274172
112,01.07.2017,Lillestrøm,Strømsgodset,5 634,2,0,V,V,VVT,VVTVU,1,Eurosport Norge,6,0,,12.5,2.9,0,52.678549110759114,52.678549110759114,53.328534614890636
113,01.07.2017,Sogndal,Aalesund,5 089,1,0,V,V,VUV,VUVUT,0,Eurosport Norge,6,0,,16.3,2.7,0,48.94796949425968,48.94796949425968,48.94796949425968
114,02.07.2017,Molde,Viking,7 831,3,2,V,U,UVV,UVVVT,3,Eurosport Norge,7,0,,6.9,0.7,5.4,38.887766885616344,38.887766885616344,8.826837923081913
115,02.07.2017,Haugesund,Tromsø,4 077,2,0,V,U,UVT,UVTUV,1,Eurosport Player,7,0,,11.7,3.1,0.5,26.57988818367971,26.95655782151073,5.46538547670551
116,02.07.2017,Odd,Sarpsborg 08,7 201,0,0,U,U,UVV,UVVUV,0,Eurosport Player,7,0,,17.8,1.1,0,13.115007011078326,13.115007011078326,11.949518975619416
117,02.07.2017,Sandefjord,Stabæk,3 882,1,2,T,U,UVV,UVVUV,1,Eurosport Player,7,0,,-,-,-,,,
118,02.07.2017,Brann,Vålerenga,16 136,0,0,U,U,UVU,UVUUT,5,Eurosport Norge,7,0,,12.2,3.7,2,12.167235925062082,16.849946387066986,10.850327030298939
119,03.07.2017,Kristiansund BK,Rosenborg,4 126,3,3,U,T,TUV,TUVUV,1,MAX,1,0,,8.7,1.2,25.2,35.13357889282683,35.13357889282683,57.666536794393146
120,08.07.2017,Rosenborg,Sandefjord,16 571,5,1,V,T,TUV,TUVVU,3,MAX,6,0,,12.1,2.2,8,14.23851324410345,3.829869161026906,14.23851324410345
121,08.07.2017,Aalesund,Molde,9 062,0,3,T,V,VVU,VVUTU,5,MAX,6,0,1.0,10.8,3.5,4,33.10719025177605,33.10719025177605,12.945694350130792
122,09.07.2017,Viking,Sogndal,7 238,1,1,U,V,VVU,VVUVU,1,MAX,7,0,,9.3,1.6,0,11.227874911754627,10.926791620396628,8.710488394410426
123,09.07.2017,Strømsgodset,Kristiansund BK,6 131,4,2,V,U,UTU,UTUVU,1,Eurosport Norge,7,0,,13.1,0.5,0,8.913903973274172,8.913903973274172,8.913903973274172
124,09.07.2017,Stabæk,Brann,4 205,2,0,V,T,TTV,TTVTV,1,Eurosport Norge,7,0,,-,-,-,,,
125,10.07.2017,Sarpsborg 08,Lillestrøm,4 843,3,3,U,V,VVV,VVVTV,1,MAX,1,0,,13.5,2.6,0,24.701992008855296,24.701992008855296,31.526486811123842
126,15.07.2017,Sogndal,Rosenborg,4 507,0,3,T,U,UVV,UVVUV,1,Eurosport Norge,6,0,,13.5,2.1,0,48.94796949425968,48.94796949425968,48.94796949425968
127,15.07.2017,Lillestrøm,Stabæk,4 280,2,2,U,U,UVV,UVVVT,2,Eurosport Norge,6,0,,13,1.6,0,52.678549110759114,52.678549110759114,53.328534614890636
128,16.07.2017,Molde,Strømsgodset,8 628,0,0,U,T,TVU,TVUVV,3,Eurosport Norge,7,0,,12.6,14.3,3.9,38.887766885616344,38.887766885616344,8.826837923081913
129,16.07.2017,Haugesund,Aalesund,3 831,2,0,V,V,VUV,VUVTU,2,Eurosport Player,7,0,,13,0.1,20.6,26.57988818367971,18.69480043695725,5.46538547670551
130,16.07.2017,Odd,Viking,6 780,0,2,T,U,UVU,UVUUU,0,Eurosport Player,7,0,,15.6,3,2.7,13.115007011078326,13.115007011078326,11.949518975619416
131,16.07.2017,Sandefjord,Tromsø,3 446,3,0,V,V,VTU,VTUVV,1,Eurosport Player,7,0,,-,-,-,,,
132,16.07.2017,Brann,Sarpsborg 08,10 721,0,1,T,U,UUU,UUUVV,0,Eurosport Norge,7,0,,13.2,10.2,0,12.167235925062082,16.849946387066986,10.850327030298939
133,17.07.2017,Kristiansund BK,Vålerenga,4 050,1,1,U,V,VUT,VUTUV,3,MAX,1,0,,6.1,3.6,20.9,35.13357889282683,18.251197865960034,57.666536794393146
134,05.08.2017,Rosenborg,Kristiansund BK,17 214,4,1,V,U,UVU,UVUTU,5,Eurosport Norge,6,0,,14.9,0.6,0,14.23851324410345,14.23851324410345,14.23851324410345
135,06.08.2017,Sarpsborg 08,Haugesund,4 396,2,1,V,V,VVU,VVUVT,3,Eurosport Norge,7,0,,8.6,6.4,0.2,24.701992008855296,33.203082435582665,31.526486811123842
136,06.08.2017,Odd,Sogndal,6 433,2,1,V,T,TUV,TUVVU,0,Eurosport Player,7,0,,13.5,1.9,0,13.115007011078326,13.115007011078326,11.949518975619416
137,06.08.2017,Stabæk,Sandefjord,3 310,1,3,T,V,VVT,VVTUV,2,Eurosport Player,7,0,,-,-,-,,,
138,06.08.2017,Tromsø,Molde,3 812,1,2,T,V,VVU,VVUVT,1,Eurosport Player,7,0,,11.8,5,0.6,37.717269397763395,42.09709051550441,113.35405751673258
139,06.08.2017,Viking,Lillestrøm,8 052,2,2,U,U,UUV,UUVVV,1,Eurosport Player,7,0,,14,7,13.3,11.227874911754627,10.926791620396628,8.710488394410426
140,06.08.2017,Aalesund,Brann,5 736,3,3,U,V,VTV,VTVVU,0,Eurosport Norge,7,0,,11.7,0.2,5.4,33.10719025177605,33.10719025177605,2.6058748176459994
141,07.08.2017,Strømsgodset,Vålerenga,6 836,2,0,V,U,UVV,UVVUU,4,MAX,1,0,,11.1,0.3,9,8.913903973274172,8.913903973274172,8.913903973274172
142,11.08.2017,Sandefjord,Sogndal,5 806,2,1,V,V,VTU,VTUVV,3,Eurosport Norge,5,0,,-,-,-,,,
143,12.08.2017,Molde,Rosenborg,10 720,1,2,T,T,TUT,TUTVU,0,Eurosport Norge,6,0,,12.1,8.6,6.7,38.887766885616344,38.887766885616344,8.826837923081913
144,13.08.2017,Brann,Odd,10 019,2,0,V,V,VTU,VTUVU,0,Eurosport Norge,7,0,,8.7,3,2.5,12.167235925062082,16.849946387066986,10.850327030298939
145,13.08.2017,Aalesund,Viking,5 480,1,1,U,U,UVT,UVTVV,3,Eurosport Player,7,0,,7.8,1.2,1,33.10719025177605,33.10719025177605,2.6058748176459994
146,13.08.2017,Haugesund,Stabæk,3 827,2,2,U,V,VVV,VVVUV,2,Eurosport Player,7,0,,9.7,0.8,0,26.57988818367971,18.69480043695725,5.46538547670551
147,13.08.2017,Kristiansund BK,Sarpsborg 08,3 498,2,2,U,V,VTU,VTUUU,1,Eurosport Player,7,0,,6.1,5,5.1,35.13357889282683,18.251197865960034,57.666536794393146
148,13.08.2017,Strømsgodset,Lillestrøm,5 713,3,1,V,U,UUU,UUUVV,2,Eurosport Norge,7,0,,12.4,0.8,2.4,8.913903973274172,8.913903973274172,8.913903973274172
